Numero;Producto ;ServicioID;InstanciaId;Repositorio;Componentes_Relacionados;Topic;Libreria;Tipo_Componente;Versionada;Tiene_Replica;Flujo_IC;Tipo Servicio;Tecnologia;Pais; ;IP_Nodos_PRD;NombreServidor;IP_NAT;IP_F5_PRD;Puerto;Prioridad_Migracion;FechaModificacion;Modificado Por
41;Inteligencia_Artificial;Gmg.AI.AsistenteSac.RTC.Web;Gmg.AI.AsistenteSac.RTC.Web_;GMG-AI-AsistenteSac-RTC_APP;;;;FrontEnd;;;;;;;;172.16.20.18|172.16.20.19;;; 172.16.20.20;8053;;12/12/2025;
152;Por_Definir;GMG.CP.CM.Whatsapp;GMG.CP.CM.Whatsapp_;GMG.CP.CM.Whatsapp_APP;;;;FrontEnd;;;;;;;;172.16.20.22|172.16.20.23;;; 172.16.20.21;85;;12/12/2025;
411;Por_Definir2;Gmg.PortalCorporativo.FrontEnd;Gmg.PortalCorporativo.FrontEnd_;GMG-PortalCorporativo-FrontEnd_APP;;;;FrontEnd;;;;;;;;172.16.20.35;;; 172.16.20.34;8002| 443;;12/12/2025;
74;BusDatos;Gmg.Bus.Datos.Facade;Gmg.Bus.Datos.Facade_;GMG-BusDatos-Facade_APP;;;;;;;;;;;;172.16.20.58|172.16.20.59;;; 10.1.1.143;7001;;12/12/2025;
232;BusDatos;Gmg.FE.Genesys.Service.FacturaElectronica;Gmg.FE.Genesys.Service.FacturaElectronica_;GMG-GenesysFacturacionElectronica_APP;;;;FrontEnd;;;;;;;;172.16.20.58|172.16.20.59;;; 172.16.20.57;6001;;12/12/2025;
234;BusDatos;Gmg.FE.Service.Core.Factura;Gmg.FE.Service.Core.Factura_;GMG-FacturaElectronica-CRI_APP;;;;FrontEnd;;;;;;;;172.16.20.58|172.16.20.59;;; 172.16.20.57;6002;;12/12/2025;
259;Por_Definir;Gmg.FormaPago.Service.CRI;Gmg.FormaPago.Service.CRI_;GMG-FormaPago_APP;;;;FrontEnd;;;;;;;;172.16.20.58|172.16.20.59;;; 172.16.2;0;;12/12/2025;
275;Genesys;Gmg.Genesys.CompraCartera;Gmg.Genesys.CompraCartera_;GMG-GenesysCompraCartera_APP;;;;;;;;;;;;172.16.20.58|172.16.20.59;;;0;4001;;12/12/2025;
313;Genesys;Gmg.Genesys.Services.CompraCartera;Gmg.Genesys.Services.CompraCartera_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;172.16.20.58|172.16.20.59;;; 10.1.1.154;81;;12/12/2025;
314;Genesys;Gmg.Genesys.Services.Convenios;Gmg.Genesys.Services.Convenios_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;172.16.20.58|172.16.20.59;;;10.1.1.154;4004;;12/12/2025;
324;Genesys_;Gmg.Genesys.Services.GeneradorArchivos;Gmg.Genesys.Services.GeneradorArchivos_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;172.16.20.58|172.16.20.59;;;10.1.1.154;4002;;12/12/2025;
328;Genesys_;Gmg.Genesys.Services.PagosMasivos;Gmg.Genesys.Services.PagosMasivos_;GMG-Genesys_WEB;;;;Backend;;;;WCF;v4.5.2;;;172.16.20.58|172.16.20.59;;;10.1.1.154;4003;;12/12/2025;
733;Por_Definir3;Gmg.Adquirente.Middleware.Service_CRI;Gmg.Adquirente.Middleware.Service_CRI_CRI;GMG-Adquirente-Middleware-CRI_APP;;;;FrontEnd;;;;;;CRI;DMZ;172.16.20.66 | 172.16.20.67;;;172.16.20.68;;;30/12/2025;Jose Quirós
13;Rapigarantias;Extragarantia_CRI;Extragarantia_CRI_CRI;;;;;Base Datos;;;;;;CRI;Vlan2;rapiwebcri;;;;;;12/12/2025;
14;Rapigarantias;Extragarantia_GTM;Extragarantia_GTM_GTM;;;;;Base Datos;;;;;;GTM;Vlan2;rapiwebgtm;;;;;;12/12/2025;
15;Rapigarantias;Extragarantia_NIC;Extragarantia_NIC_NIC;;;;;Base Datos;;;;;;NIC;Vlan2;rapiwebnic;;;;;;12/12/2025;
16;Rapigarantias;Extragarantia_SLV;Extragarantia_SLV_SLV;;;;;Base Datos;;;;;;SLV;Vlan2;rapiwebslv;;;;;;12/12/2025;
2;PAGOS_REG;BandejaSalida;BandejaSalida_;GMG-BandejaSalida_DB;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
3;PAGOS_REG;BandejaSalida_Hst;BandejaSalida_Hst_;GMG-BandejaSalida_DB;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
5;Chatcenter;Chatcenter;Chatcenter_;GMG-Chatcenter-Service_Db;;;;Base Datos;;;;;;;;;;;;;;12/12/2025;
6;Chatcenter;Chatcenter_Configuration;Chatcenter_Configuration_;GMG-Chatcenter-Configuration_Db;;;;Base Datos;;;;;;;;;;;;;;12/12/2025;
7;Chatcenter;Chatcenter_ETL;Chatcenter_ETL_;GMG-Chatcenter-Service_Db;;;;Base Datos;;;;;;;;;;;;;;12/12/2025;
8;Chatcenter;Chatcenter_Historico;Chatcenter_Historico_;GMG-Chatcenter-Service_Db;;;;Base Datos;;;;;;;;;;;;;;12/12/2025;
9;OtrosApp;Contactablidad;Contactablidad_;GMG-ContactabilidadService_DB;;;;Base Datos;;;;;;;Vlan2;;;;PORTALSERV,1622;;;12/12/2025;
57;PAGOS_REG;Gmg.BandejaSalida.ETL;Gmg.BandejaSalida.ETL_;GMG-BandejaSalida_DB;;;;Integration Services;;;;;;;;;;;;;;12/12/2025;
58;PAGOS_REG;Gmg.BandejaSalida.LogicApp;Gmg.BandejaSalida.LogicApp_;GMG-BandejaSalida_APP;;;;Azure;;;;Logic App;;;;;;;;;;12/12/2025;
86;Chatcenter;Gmg.ChatCenter.Etl;Gmg.ChatCenter.Etl_;GMG-Chatcenter-Service_Db;;;;Base Datos;;;;;;;;;;;;;;12/12/2025;
176;Extragarantia;Gmg.Extragarantia.Cotizacion.Service;Gmg.Extragarantia.Cotizacion.Service_CRI;GMG-ExtragarantiaCotizacion-CRI_APP;;;;Backend;;;;Rest Api;net10;CRI;;;;;;;;12/12/2025;
214;FastTrack;Gmg.FastTrack.Estados;Gmg.FastTrack.Estados_REG;GMG-FastTrackEstados_App;;;NA;Backend;;;;Rest API;Core 3.1;REG;;;;;;;2;12/12/2025;
274;Genesys;Gmg.Genesys.Cliente.Service;Gmg.Genesys.Cliente.Service_CRI;GMG-GenesysCliente-CRI_APP;;;;Backend;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto migración WCF;12/12/2025;
297;Genesys;Gmg.Genesys.Factura.Service;Gmg.Genesys.Factura.Service_CRI;GMG-GenesysFactura-CRI_APP;;;;Backend;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto migración WCF;12/12/2025;
306;Genesys;Gmg.Genesys.Operacion.Service;Gmg.Genesys.Operacion.Service_CRI;GMG-GenesysOperacion-CRI_APP;;;;Backend;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto migración WCF;12/12/2025;
337;PAGOS_REG;Gmg.Iban.ETL;Gmg.Iban.ETL_;GMG-Iban-Service-BD_SLV;;;;Integration Services;;;;;;;;;;;;;;12/12/2025;
378;PAGOS_REG;Gmg.Monedero.Respuesta.LogicApp;Gmg.Monedero.Respuesta.LogicApp_;GMG-Monedero-Service_App;;;;Azure;;;;Logic App;;;;;;;;;;12/12/2025;
425;PAGOS_REG;Gmg.ProcesadorMensajes.LogicApp;Gmg.ProcesadorMensajes.LogicApp_;GMG-BandejaSalida_APP;;;;Azure;;;;Logic App;;;;;;;;;;12/12/2025;
458;RapiWeb_CRI;Gmg.Rapiweb.Caja.Service;Gmg.Rapiweb.Caja.Service_CRI;GMG-RapiwebCaja-CRI_APP;;;;;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto Inventario CEDI;12/12/2025;
459;RapiWeb_CRI;Gmg.Rapiweb.Cliente.Service;Gmg.Rapiweb.Cliente.Service_CRI;GMG-RapiwebCliente-CRI_APP;;;;;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto migración WCF;12/12/2025;
464;RapiWeb_CRI;Gmg.Rapiweb.Cotizacion.Service;Gmg.Rapiweb.Cotizacion.Service_CRI;GMG-RapiwebCotizacion-CRI_APP;;;;;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto Inventario CEDI;12/12/2025;
465;RapiWeb_CRI;Gmg.Rapiweb.Descuento.Service;Gmg.Rapiweb.Descuento.Service_CRI;GMG-RapiwebDescuento-CRI_APP;;;;;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto migración WCF;12/12/2025;
466;RapiWeb_CRI;Gmg.Rapiweb.Inventario.Service;Gmg.Rapiweb.Inventario.Service_CRI;GMG-RapiwebInventario-CRI_APP;;;;;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto Inventario CEDI;12/12/2025;
467;RapiWeb_CRI;Gmg.Rapiweb.Parametro.Service;Gmg.Rapiweb.Parametro.Service_CRI;GMG-RapiwebParametro-CRI_APP;;;;;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto migración WCF;12/12/2025;
468;RapiWeb_CRI;Gmg.Rapiweb.Producto.Service;Gmg.Rapiweb.Producto.Service_CRI;GMG-RapiwebProducto-CRI_APP;;;;;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto migración WCF;12/12/2025;
469;RapiWeb_CRI;Gmg.Rapiweb.Seguro.Service;Gmg.Rapiweb.Seguro.Service_CRI;GMG-RapiwebSeguro-CRI_APP;;;;;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto Seguros Contado;12/12/2025;
480;RapiWeb_NIC;Gmg.RapiWeb.Service.Core.Anticipo;Gmg.RapiWeb.Service.Core.Anticipo_NIC;GMG-RapiWebAnticipo_App;;;;Backend;;;;Rest API;Core 2.2;NIC;;;;;;;;12/12/2025;
483;RapiWeb_NIC;Gmg.RapiWeb.Service.Core.Catalogo;Gmg.RapiWeb.Service.Core.Catalogo_NIC;GMG-RapiWebCatalogo_App;;;;Backend;;;;Rest API;Core 3.1;NIC;;;;;;;;12/12/2025;
486;RapiWeb_NIC;Gmg.RapiWeb.Service.Core.Cierre;Gmg.RapiWeb.Service.Core.Cierre_NIC;GMG-RapiWebCierre_App;;;;Backend;;;;Rest API;Core 2.1;NIC;;;;;;;;12/12/2025;
488;RapiWeb_CRI;Gmg.RapiWeb.Service.Core.Combo;Gmg.RapiWeb.Service.Core.Combo_CRI;;;;;Backend;;;;Rest API;;CRI;;;;;;;;12/12/2025;
489;RapiWeb_NIC;Gmg.RapiWeb.Service.Core.Combo;Gmg.RapiWeb.Service.Core.Combo_NIC;GMG-RapiWebCombo_APP;;;;Backend;;;;Rest API;Core 3.1;NIC;;;;;;;;12/12/2025;
492;RapiWeb_NIC;Gmg.RapiWeb.Service.Core.Configuracion;Gmg.RapiWeb.Service.Core.Configuracion_NIC;;;;;Backend;;;;Rest API;;NIC;;;;;;;;12/12/2025;
496;RapiWeb_NIC;Gmg.RapiWeb.Service.Core.Ecommerce;Gmg.RapiWeb.Service.Core.Ecommerce_NIC;GMG-RapiWebEcommerce_App;;;;Backend;;;;Rest API;Core 2.1;NIC;;;;;;;;12/12/2025;
502;RapiWeb_NIC;Gmg.RapiWeb.Service.Core.Inscripcion;Gmg.RapiWeb.Service.Core.Inscripcion_NIC;;;;;Backend;;;;Rest API;;NIC;;;;;;;;12/12/2025;
505;RapiWeb_NIC;Gmg.RapiWeb.Service.Core.Inventario ;Gmg.RapiWeb.Service.Core.Inventario _NIC;GMG-RapiWebInventario_App;;;;Backend;;;;Rest API;Core 2.1;NIC;;;;;;;;12/12/2025;
511;RapiWeb_NIC;Gmg.RapiWeb.Service.Core.Producto ;Gmg.RapiWeb.Service.Core.Producto _NIC;GMG-RapiWebProducto_App;;;;Backend;;;;Rest API;Core 2.1;NIC;;;;;;;;12/12/2025;
518;RapiWeb_CRI;Gmg.Rapiweb.Tienda.Service;Gmg.Rapiweb.Tienda.Service_CRI;GMG-RapiwebTienda-CRI_APP;;;;;;;;Rest API;net10;CRI;;;;;;;En proceso proyecto migración WCF;12/12/2025;
533;OtrosApp;Gmg.Sap.Service;Gmg.Sap.Service_REG;GMG_SAP_APP;;;;Backend;;;;Rest API;NET 10;REG;;;;;;;En proceso proyecto Inventario CEDI;12/12/2025;
559;RapiWeb_CRI;Gmg.Sapv.Service.Combos;Gmg.Sapv.Service.Combos_CRI;;;;;Backend;;;;WCF ;;CRI;;;;;;;;12/12/2025;
592;RapiWeb_NIC;Gmg.Sapv.Service.FacturacionElectronica;Gmg.Sapv.Service.FacturacionElectronica_NIC;GMG-RW-Service-NIC_APP;;;;Backend;;;;WCF ;NF 4.5.2;NIC;;;;;;;;12/12/2025;
595;RapiWeb_NIC;Gmg.Sapv.Service.ListaPreciosSap;Gmg.Sapv.Service.ListaPreciosSap_NIC;GMG-RW-Service-NIC_APP;;;;Backend;;;;WCF ;NF 4.5.2;NIC;;;;;;;;12/12/2025;
604;RapiWeb_NIC;Gmg.Sapv.Service.PagoServicio;Gmg.Sapv.Service.PagoServicio_NIC;GMG-RW-Service-NIC_APP;;;;Backend;;;;WCF ;NF 4.5.2;NIC;;;;;;;;12/12/2025;
612;RapiWeb_CRI;Gmg.Sapv.Service.ReciboAsync ;Gmg.Sapv.Service.ReciboAsync _CRI;;;;;Backend;;;;WCF ;;CRI;;;;;;;;12/12/2025;
701;PAGOS_REG;Iban_HND;Iban_HND_;GMG-Iban-Service-Db_HND;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
703;PAGOS_REG;Iban_SLV;Iban_SLV_;GMG-Iban-Service-BD_SLV;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
704;PAGOS_REG;Identidad_CRI;Identidad_CRI_;GMG-Identidad-Service-Db_CRI;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
705;PAGOS_REG;Identidad_GTM;Identidad_GTM_;GMG-Identidad-Service-Db_GTM;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
706;PAGOS_REG;Identidad_HND;Identidad_HND_;GMG-Identidad-Service-Db_HND;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
707;PAGOS_REG;Identidad_NIC;Identidad_NIC_;GMG-Identidad-Service-Db_NIC;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
708;PAGOS_REG;Identidad_SLV;Identidad_SLV_;GMG-Identidad-Service-Db_SLV;;;;Base Datos;;;;;;;;;;;PAGOSREG;1450;;12/12/2025;
709;Middleware;Middleware;Middleware_REG;GMG-Middleware_DB;;;;Base Datos;;;;;;REG;VLan2;;;NA;gedireg;;;12/12/2025;
710;PAGOS_REG;Monedero_CRI;Monedero_CRI_CRI;GMG-Monedero-Service_Db_CRI;;;;Base Datos;;;;;;CRI;Vlan2;;;;PAGOSREG;1450;;12/12/2025;
711;PAGOS_REG;Monedero_GTM;Monedero_GTM_GTM;GMG-Monedero-Service-Db_GTM;;;;Base Datos;;;;;;GTM;Vlan2;;;;PAGOSREG;1450;;12/12/2025;
712;PAGOS_REG;Monedero_HND;Monedero_HND_HND;GMG-Monedero-Service-Db_HND;;;;Base Datos;;;;;;HND;Vlan2;;;;PAGOSREG;1450;;12/12/2025;
713;PAGOS_REG;Monedero_NIC;Monedero_NIC_NIC;GMG-Monedero-Service_Db_NIC;;;;Base Datos;;;;;;NIC;Vlan2;;;;PAGOSREG;1450;;12/12/2025;
714;PAGOS_REG;Monedero_SLV;Monedero_SLV_SLV;GMG-Monedero-Service-Db_SLV;;;;Base Datos;;;;;;SLV;Vlan2;;;;PAGOSREG;1450;;12/12/2025;
725;OtrosApp;ProspectacionRegional;ProspectacionRegional_REG;GMG-Prospectacion_DB;;;;Base Datos;;;;;;REG;Vlan2;;;;gedireg;;;12/12/2025;
726;OtrosApp;Segment;Segment_REG;GMG-Segment_BD;;;;Base Datos;;;;;;REG;Vlan2;;;;REG01DB037\MDIGITAL;;;12/12/2025;
727;OtrosApp;Survey;Survey_;GMG-Survey_DB;;;;Base Datos;;;;;;;Vlan2;;;;REG01DB037\MDIGITAL;;;12/12/2025;
728;OtrosApp;ValidaContacto;ValidaContacto_;GMG-ValidaContacto_BD;;;;Base Datos;;;;;;;Vlan2;;;;PORTALSERV,1622;;;12/12/2025;
729;OtrosApp;VentaColaboradores;VentaColaboradores_REG;GMG-ControlVentas_BD;;;;Base Datos;;;;;;REG;Vlan2;;;;CONFIGCRI;;;12/12/2025;
730;Por_Definir3;Gmg_Adquirente_CRI;Gmg_Adquirente_CRI_CRI;GMG-Adquirente-CRI_DB;;Master;;Base Datos;;;;;;CRI;;;;;GMGADQUIRENTE ;56765;;30/12/2025;Jose Quirós
736;;;_;;;;;;;;;;;;;;;;;;;;
737;;;_;;;;;;;;;;;;;;;;;;;;
738;;;_;;;;;;;;;;;;;;;;;;;;
739;;;_;;;;;;;;;;;;;;;;;;;;
740;;;_;;;;;;;;;;;;;;;;;;;;
741;;;_;;;;;;;;;;;;;;;;;;;;
742;;;_;;;;;;;;;;;;;;;;;;;;
743;;;_;;;;;;;;;;;;;;;;;;;;
744;;;_;;;;;;;;;;;;;;;;;;;;
745;;;_;;;;;;;;;;;;;;;;;;;;
746;;;_;;;;;;;;;;;;;;;;;;;;
747;;;_;;;;;;;;;;;;;;;;;;;;
748;;;_;;;;;;;;;;;;;;;;;;;;
749;;;_;;;;;;;;;;;;;;;;;;;;
750;;;_;;;;;;;;;;;;;;;;;;;;
751;;;_;;;;;;;;;;;;;;;;;;;;
752;;;_;;;;;;;;;;;;;;;;;;;;
753;;;_;;;;;;;;;;;;;;;;;;;;
754;;;_;;;;;;;;;;;;;;;;;;;;
755;;;_;;;;;;;;;;;;;;;;;;;;
756;;;_;;;;;;;;;;;;;;;;;;;;
757;;;_;;;;;;;;;;;;;;;;;;;;
758;;;_;;;;;;;;;;;;;;;;;;;;
759;;;_;;;;;;;;;;;;;;;;;;;;
760;;;_;;;;;;;;;;;;;;;;;;;;
761;;;_;;;;;;;;;;;;;;;;;;;;
762;;;_;;;;;;;;;;;;;;;;;;;;
763;;;_;;;;;;;;;;;;;;;;;;;;
764;;;_;;;;;;;;;;;;;;;;;;;;
765;;;_;;;;;;;;;;;;;;;;;;;;
766;;;_;;;;;;;;;;;;;;;;;;;;
767;;;_;;;;;;;;;;;;;;;;;;;;
768;;;_;;;;;;;;;;;;;;;;;;;;
769;;;_;;;;;;;;;;;;;;;;;;;;
770;;;_;;;;;;;;;;;;;;;;;;;;
771;;;_;;;;;;;;;;;;;;;;;;;;
772;;;_;;;;;;;;;;;;;;;;;;;;
773;;;_;;;;;;;;;;;;;;;;;;;;
774;;;_;;;;;;;;;;;;;;;;;;;;
775;;;_;;;;;;;;;;;;;;;;;;;;
776;;;_;;;;;;;;;;;;;;;;;;;;
777;;;_;;;;;;;;;;;;;;;;;;;;
778;;;_;;;;;;;;;;;;;;;;;;;;
779;;;_;;;;;;;;;;;;;;;;;;;;
780;;;_;;;;;;;;;;;;;;;;;;;;
781;;;_;;;;;;;;;;;;;;;;;;;;
782;;;_;;;;;;;;;;;;;;;;;;;;
783;;;_;;;;;;;;;;;;;;;;;;;;
784;;;_;;;;;;;;;;;;;;;;;;;;
785;;;_;;;;;;;;;;;;;;;;;;;;
786;;;_;;;;;;;;;;;;;;;;;;;;
787;;;_;;;;;;;;;;;;;;;;;;;;
788;;;_;;;;;;;;;;;;;;;;;;;;
789;;;_;;;;;;;;;;;;;;;;;;;;
790;;;_;;;;;;;;;;;;;;;;;;;;
791;;;_;;;;;;;;;;;;;;;;;;;;
792;;;_;;;;;;;;;;;;;;;;;;;;
793;;;_;;;;;;;;;;;;;;;;;;;;
794;;;_;;;;;;;;;;;;;;;;;;;;
795;;;_;;;;;;;;;;;;;;;;;;;;
796;;;_;;;;;;;;;;;;;;;;;;;;
797;;;_;;;;;;;;;;;;;;;;;;;;
798;;;_;;;;;;;;;;;;;;;;;;;;
799;;;_;;;;;;;;;;;;;;;;;;;;
800;;;_;;;;;;;;;;;;;;;;;;;;
801;;;_;;;;;;;;;;;;;;;;;;;;
802;;;;;;;;Base;;;;;;;;;;;;;;;
803;;;;;;;;;;;;;;;;;;;;;;;
804;;;;;;;;;;;;;;;;;;;;;;;
805;;;;;;;;;;;;;;;;;;;;;;;
806;;;;;;;;;;;;;;;;;;;;;;;
807;;;;;;;;;;;;;;;;;;;;;;;
808;;;;;;;;;;;;;;;;;;;;;;;
809;;;;;;;;;;;;;;;;;;;;;;;
810;;;;;;;;;;;;;;;;;;;;;;;
811;;;;;;;;;;;;;;;;;;;;;;;
812;;;;;;;;;;;;;;;;;;;;;;;
813;;;;;;;;;;;;;;;;;;;;;;;
814;;;;;;;;;;;;;;;;;;;;;;;
815;;;;;;;;;;;;;;;;;;;;;;;
816;;;;;;;;;;;;;;;;;;;;;;;
817;;;;;;;;;;;;;;;;;;;;;;;
818;;;;;;;;;;;;;;;;;;;;;;;
819;;;;;;;;;;;;;;;;;;;;;;;
820;;;;;;;;;;;;;;;;;;;;;;;
821;;;;;;;;;;;;;;;;;;;;;;;
822;;;;;;;;;;;;;;;;;;;;;;;
823;;;;;;;;;;;;;;;;;;;;;;;
824;;;;;;;;;;;;;;;;;;;;;;;
825;;;;;;;;;;;;;;;;;;;;;;;
826;;;;;;;;;;;;;;;;;;;;;;;
827;;;;;;;;;;;;;;;;;;;;;;;
828;;;;;;;;;;;;;;;;;;;;;;;
829;;;;;;;;;;;;;;;;;;;;;;;
830;;;;;;;;;;;;;;;;;;;;;;;
831;;;;;;;;;;;;;;;;;;;;;;;
832;;;;;;;;;;;;;;;;;;;;;;;
833;;;;;;;;;;;;;;;;;;;;;;;
834;;;;;;;;;;;;;;;;;;;;;;;
835;;;;;;;;;;;;;;;;;;;;;;;
836;;;;;;;;;;;;;;;;;;;;;;;
837;;;;;;;;;;;;;;;;;;;;;;;
838;;;;;;;;;;;;;;;;;;;;;;;
839;;;;;;;;;;;;;;;;;;;;;;;
840;;;;;;;;;;;;;;;;;;;;;;;
841;;;;;;;;;;;;;;;;;;;;;;;
842;;;;;;;;;;;;;;;;;;;;;;;
843;;;;;;;;;;;;;;;;;;;;;;;
844;;;;;;;;;;;;;;;;;;;;;;;
845;;;;;;;;;;;;;;;;;;;;;;;
846;;;;;;;;;;;;;;;;;;;;;;;
847;;;;;;;;;;;;;;;;;;;;;;;
848;;;;;;;;;;;;;;;;;;;;;;;
849;;;;;;;;;;;;;;;;;;;;;;;
850;;;;;;;;;;;;;;;;;;;;;;;
851;;;;;;;;;;;;;;;;;;;;;;;
852;;;;;;;;;;;;;;;;;;;;;;;
853;;;;;;;;;;;;;;;;;;;;;;;
854;;;;;;;;;;;;;;;;;;;;;;;
855;;;;;;;;;;;;;;;;;;;;;;;
856;;;;;;;;;;;;;;;;;;;;;;;
857;;;;;;;;;;;;;;;;;;;;;;;
858;;;;;;;;;;;;;;;;;;;;;;;
859;;;;;;;;;;;;;;;;;;;;;;;
860;;;;;;;;;;;;;;;;;;;;;;;
861;;;;;;;;;;;;;;;;;;;;;;;
862;;;;;;;;;;;;;;;;;;;;;;;
863;;;;;;;;;;;;;;;;;;;;;;;
864;;;;;;;;;;;;;;;;;;;;;;;
865;;;;;;;;;;;;;;;;;;;;;;;
866;;;;;;;;;;;;;;;;;;;;;;;
867;;;;;;;;;;;;;;;;;;;;;;;
868;;;;;;;;;;;;;;;;;;;;;;;
869;;;;;;;;;;;;;;;;;;;;;;;
870;;;;;;;;;;;;;;;;;;;;;;;
871;;;;;;;;;;;;;;;;;;;;;;;
872;;;;;;;;;;;;;;;;;;;;;;;
873;;;;;;;;;;;;;;;;;;;;;;;
874;;;;;;;;;;;;;;;;;;;;;;;
875;;;;;;;;;;;;;;;;;;;;;;;
876;;;;;;;;;;;;;;;;;;;;;;;
877;;;;;;;;;;;;;;;;;;;;;;;
878;;;;;;;;;;;;;;;;;;;;;;;
879;;;;;;;;;;;;;;;;;;;;;;;
880;;;;;;;;;;;;;;;;;;;;;;;
881;;;;;;;;;;;;;;;;;;;;;;;
882;;;;;;;;;;;;;;;;;;;;;;;
883;;;;;;;;;;;;;;;;;;;;;;;
884;;;;;;;;;;;;;;;;;;;;;;;
885;;;;;;;;;;;;;;;;;;;;;;;
886;;;;;;;;;;;;;;;;;;;;;;;
887;;;;;;;;;;;;;;;;;;;;;;;
888;;;;;;;;;;;;;;;;;;;;;;;
889;;;;;;;;;;;;;;;;;;;;;;;
890;;;;;;;;;;;;;;;;;;;;;;;
891;;;;;;;;;;;;;;;;;;;;;;;
892;;;;;;;;;;;;;;;;;;;;;;;
893;;;;;;;;;;;;;;;;;;;;;;;
894;;;;;;;;;;;;;;;;;;;;;;;
895;;;;;;;;;;;;;;;;;;;;;;;
896;;;;;;;;;;;;;;;;;;;;;;;
897;;;;;;;;;;;;;;;;;;;;;;;
898;;;;;;;;;;;;;;;;;;;;;;;
899;;;;;;;;;;;;;;;;;;;;;;;
900;;;;;;;;;;;;;;;;;;;;;;;
901;;;;;;;;;;;;;;;;;;;;;;;
902;;;;;;;;;;;;;;;;;;;;;;;
903;;;;;;;;;;;;;;;;;;;;;;;
904;;;;;;;;;;;;;;;;;;;;;;;
905;;;;;;;;;;;;;;;;;;;;;;;
906;;;;;;;;;;;;;;;;;;;;;;;
907;;;;;;;;;;;;;;;;;;;;;;;
908;;;;;;;;;;;;;;;;;;;;;;;
909;;;;;;;;;;;;;;;;;;;;;;;
910;;;;;;;;;;;;;;;;;;;;;;;
911;;;;;;;;;;;;;;;;;;;;;;;
912;;;;;;;;;;;;;;;;;;;;;;;
913;;;;;;;;;;;;;;;;;;;;;;;
914;;;;;;;;;;;;;;;;;;;;;;;
915;;;;;;;;;;;;;;;;;;;;;;;
916;;;;;;;;;;;;;;;;;;;;;;;
917;;;;;;;;;;;;;;;;;;;;;;;
918;;;;;;;;;;;;;;;;;;;;;;;
919;;;;;;;;;;;;;;;;;;;;;;;
920;;;;;;;;;;;;;;;;;;;;;;;
921;;;;;;;;;;;;;;;;;;;;;;;
922;;;;;;;;;;;;;;;;;;;;;;;
923;;;;;;;;;;;;;;;;;;;;;;;
924;;;;;;;;;;;;;;;;;;;;;;;
925;;;;;;;;;;;;;;;;;;;;;;;
926;;;;;;;;;;;;;;;;;;;;;;;
927;;;;;;;;;;;;;;;;;;;;;;;
928;;;;;;;;;;;;;;;;;;;;;;;
929;;;;;;;;;;;;;;;;;;;;;;;
930;;;;;;;;;;;;;;;;;;;;;;;
931;;;;;;;;;;;;;;;;;;;;;;;
932;;;;;;;;;;;;;;;;;;;;;;;
933;;;;;;;;;;;;;;;;;;;;;;;
934;;;;;;;;;;;;;;;;;;;;;;;
935;;;;;;;;;;;;;;;;;;;;;;;
936;;;;;;;;;;;;;;;;;;;;;;;
937;;;;;;;;;;;;;;;;;;;;;;;
938;;;;;;;;;;;;;;;;;;;;;;;
939;;;;;;;;;;;;;;;;;;;;;;;
940;;;;;;;;;;;;;;;;;;;;;;;
941;;;;;;;;;;;;;;;;;;;;;;;
942;;;;;;;;;;;;;;;;;;;;;;;
943;;;;;;;;;;;;;;;;;;;;;;;
944;;;;;;;;;;;;;;;;;;;;;;;
945;;;;;;;;;;;;;;;;;;;;;;;
946;;;;;;;;;;;;;;;;;;;;;;;
947;;;;;;;;;;;;;;;;;;;;;;;
948;;;;;;;;;;;;;;;;;;;;;;;
949;;;;;;;;;;;;;;;;;;;;;;;
950;;;;;;;;;;;;;;;;;;;;;;;
951;;;;;;;;;;;;;;;;;;;;;;;
952;;;;;;;;;;;;;;;;;;;;;;;
953;;;;;;;;;;;;;;;;;;;;;;;
954;;;;;;;;;;;;;;;;;;;;;;;
